CD;DOCNUM    ;PSTDAT  ;MAKTX                                  ;MENGE    ;MEINS;PARID     ;REGIO;NETWRT  
1178;844525;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;16650000;KG;1116130;RS   ;1699632
1179;844525;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;16650000;KG;1116130;RS   ;1699632
1180;844525;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;16650000;KG;1116130;RS   ;1699632
1181;844698;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;38820000;KG;1116130;RS   ;3962746
1182;844698;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;38820000;KG;1116130;RS   ;3962746
1183;844698;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;38820000;KG;1116130;RS   ;3962746
1184;844698;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;38820000;KG;1116130;RS   ;3962746
1185;845886;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;37840000;KG;1116130;RS   ;3862707
1186;845886;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;37840000;KG;1116130;RS   ;3862707
1187;845886;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;37840000;KG;1116130;RS   ;3862707
1188;845886;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;37840000;KG;1116130;RS   ;3862707
1189;846042;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;17880000;KG;1116130;RS   ;1825190
1190;846042;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;17880000;KG;1116130;RS   ;1825190
1191;846042;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;17880000;KG;1116130;RS   ;1825190
1192;846042;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;17880000;KG;1116130;RS   ;1825190
1193;846061;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;17200000;KG;1116130;RS   ;1755776
1194;846061;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;17200000;KG;1116130;RS   ;1755776
1195;846061;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;17200000;KG;1116130;RS   ;1755776
1196;846061;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;17200000;KG;1116130;RS   ;1755776
1197;846096;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;19860000;KG;1116130;RS   ;2027309
1198;846096;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;19860000;KG;1116130;RS   ;2027309
1199;846096;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;19860000;KG;1116130;RS   ;2027309
1200;846096;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;19860000;KG;1116130;RS   ;2027309
1201;846121;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;38680000;KG;1116130;RS   ;3948454
1202;846121;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;38680000;KG;1116130;RS   ;3948454
1203;846121;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;38680000;KG;1116130;RS   ;3948454
1204;846121;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;38680000;KG;1116130;RS   ;3948454
1205;846175;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;16340000;KG;1116130;RS   ;1667987
1206;846175;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;16340000;KG;1116130;RS   ;1667987
1207;846175;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;16340000;KG;1116130;RS   ;1667987
1208;846175;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;16340000;KG;1116130;RS   ;1667987
1209;846300;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;34280000;KG;1116130;RS   ;3499302
1210;846300;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;34280000;KG;1116130;RS   ;3499302
1211;846300;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;34280000;KG;1116130;RS   ;3499302
1212;846300;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;34280000;KG;1116130;RS   ;3499302
1213;841322;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;14380;TO;1116149;RS   ;1437996
1214;841322;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;14380;TO;1116149;RS   ;1437996
1215;841322;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;14380;TO;1116149;RS   ;1437996
1216;841322;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;14380;TO;1116149;RS   ;1437996
1217;842285;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;22400;TO;1128222;SP   ;2128009
1218;842285;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;22400;TO;1128222;SP   ;2128009
1219;842285;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;22400;TO;1128222;SP   ;2128009
1220;842285;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;22400;TO;1128222;SP   ;2128009
1221;843059;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;34660;TO;1128222;SP   ;3292714
1222;843059;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;34660;TO;1128222;SP   ;3292714
1223;843059;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;34660;TO;1128222;SP   ;3292714
1224;843059;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;34660;TO;1128222;SP   ;3292714
1225;844073;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;21380;TO;1128222;SP   ;2031109
1226;844073;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;21380;TO;1128222;SP   ;2031109
1227;844073;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;21380;TO;1128222;SP   ;2031109
1228;844073;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;21380;TO;1128222;SP   ;2031109
1229;844083;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;25740;TO;1128222;SP   ;2445311
1230;844083;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;25740;TO;1128222;SP   ;2445311
1231;844083;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;25740;TO;1128222;SP   ;2445311
1232;844083;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;25740;TO;1128222;SP   ;2445311
1233;844834;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;22240;TO;1129620;SP   ;1878835
1234;844834;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;22240;TO;1129620;SP   ;1878835
1235;844834;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;22240;TO;1129620;SP   ;1878835
1236;844834;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;22240;TO;1129620;SP   ;1878835
1237;845980;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;14880;TO;1116149;RS   ;1428481
1238;845980;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;14880;TO;1116149;RS   ;1428481
1239;845980;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;14880;TO;1116149;RS   ;1428481
1240;845980;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;14880;TO;1116149;RS   ;1428481
1241;846567;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;17500;TO;1128222;SP   ;1575005
1242;846567;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;17500;TO;1128222;SP   ;1575005
1243;846567;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;17500;TO;1128222;SP   ;1575005
1244;846567;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;17500;TO;1128222;SP   ;1575005
1245;846963;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;22160;TO;1129620;SP   ;1989082
1246;846963;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;22160;TO;1129620;SP   ;1989082
1247;846963;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;22160;TO;1129620;SP   ;1989082
1248;846963;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;22160;TO;1129620;SP   ;1989082
1249;847438;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;30860;TO;1128222;SP   ;2777408
1250;847438;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;30860;TO;1128222;SP   ;2777408
1251;847438;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;30860;TO;1128222;SP   ;2777408
1252;847438;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;30860;TO;1128222;SP   ;2777408
1253;841349;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13560;TO;1116149;RS   ;1355996
1254;841349;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13560;TO;1116149;RS   ;1355996
1255;841349;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13560;TO;1116149;RS   ;1355996
1256;841349;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13560;TO;1116149;RS   ;1355996
1257;841795;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;29740;TO;1128222;SP   ;2825312
1258;841795;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;29740;TO;1128222;SP   ;2825312
1259;841795;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;29740;TO;1128222;SP   ;2825312
1260;841795;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;29740;TO;1128222;SP   ;2825312
1261;842306;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;27820;TO;1128222;SP   ;2642911
1262;842306;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;27820;TO;1128222;SP   ;2642911
1263;842306;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;27820;TO;1128222;SP   ;2642911
1264;842306;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;27820;TO;1128222;SP   ;2642911
1265;842515;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;31940;TO;1128222;SP   ;3034313
1266;842515;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;31940;TO;1128222;SP   ;3034313
1267;842515;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;31940;TO;1128222;SP   ;3034313
1268;842515;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;31940;TO;1128222;SP   ;3034313
1269;842876;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1280;TO;1129620;SP   ;113766
1270;842876;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1280;TO;1129620;SP   ;113766
1271;842876;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1280;TO;1129620;SP   ;113766
1272;842876;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1280;TO;1129620;SP   ;113766
1273;843447;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;20230;TO;1129620;SP   ;1709030
1274;843447;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;20230;TO;1129620;SP   ;1709030
1275;843447;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;20230;TO;1129620;SP   ;1709030
1276;843447;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;20230;TO;1129620;SP   ;1709030
1277;843853;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;16850;TO;1118751;RS   ;1600757
1278;843853;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;16850;TO;1118751;RS   ;1600757
1279;843853;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;16850;TO;1118751;RS   ;1600757
1280;843853;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;16850;TO;1118751;RS   ;1600757
1281;843890;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;13480;TO;1116149;RS   ;1347995
1282;843890;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;13480;TO;1116149;RS   ;1347995
1283;843890;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;13480;TO;1116149;RS   ;1347995
1284;843890;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;13480;TO;1116149;RS   ;1347995
1285;844574;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;23050;TO;1129620;SP   ;1947264
1286;844574;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;23050;TO;1129620;SP   ;1947264
1287;844574;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;23050;TO;1129620;SP   ;1947264
1288;844574;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;23050;TO;1129620;SP   ;1947264
1289;845852;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;14320;TO;1116149;RS   ;1374721
1290;845852;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;14320;TO;1116149;RS   ;1374721
1291;845852;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;14320;TO;1116149;RS   ;1374721
1292;845852;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;14320;TO;1116149;RS   ;1374721
1293;846194;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;14270;TO;1129620;SP   ;1280875
1294;846194;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;14270;TO;1129620;SP   ;1280875
1295;846194;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;14270;TO;1129620;SP   ;1280875
1296;846194;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;14270;TO;1129620;SP   ;1280875
1297;841082;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13380000;KG;1115896;RS   ;1230789
1298;841082;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13380000;KG;1115896;RS   ;1230789
1299;841082;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13380000;KG;1115896;RS   ;1230789
1300;841082;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13380000;KG;1115896;RS   ;1230789
1301;841101;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;14100000;KG;1115896;RS   ;1297020
1302;841101;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;14100000;KG;1115896;RS   ;1297020
1303;841101;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;14100000;KG;1115896;RS   ;1297020
1304;841101;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;14100000;KG;1115896;RS   ;1297020
1305;841785;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;13380000;KG;1115896;RS   ;1230789
1306;841785;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;13380000;KG;1115896;RS   ;1230789
1307;841785;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;13380000;KG;1115896;RS   ;1230789
1308;841785;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;13380000;KG;1115896;RS   ;1230789
1309;841952;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1210000;KG;1117108;SP   ;113391
1310;841952;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1210000;KG;1117108;SP   ;113391
1311;841952;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1210000;KG;1117108;SP   ;113391
1312;841952;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1210000;KG;1117108;SP   ;113391
1313;842178;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;4150000;KG;1115896;RS   ;401755
1314;842178;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;4150000;KG;1115896;RS   ;401755
1315;842178;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;4150000;KG;1115896;RS   ;401755
1316;842178;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;4150000;KG;1115896;RS   ;401755
1317;842855;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;25100;TO;1127827;SP   ;2251470
1318;842855;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;25100;TO;1127827;SP   ;2251470
1319;842855;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;25100;TO;1127827;SP   ;2251470
1320;842855;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;25100;TO;1127827;SP   ;2251470
1321;843310;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;12680000;KG;1115896;RS   ;1166398
1322;843310;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;12680000;KG;1115896;RS   ;1166398
1323;843310;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;12680000;KG;1115896;RS   ;1166398
1324;843310;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;12680000;KG;1115896;RS   ;1166398
1325;844198;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;13440000;KG;1115896;RS   ;1236308
1326;844198;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;13440000;KG;1115896;RS   ;1236308
1327;844198;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;13440000;KG;1115896;RS   ;1236308
1328;844198;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;13440000;KG;1115896;RS   ;1236308
1329;844203;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;13160000;KG;1115896;RS   ;1210552
1330;844203;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;13160000;KG;1115896;RS   ;1210552
1331;844203;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;13160000;KG;1115896;RS   ;1210552
1332;844203;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;13160000;KG;1115896;RS   ;1210552
1333;845637;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;25380000;KG;1115896;RS   ;2334635
1334;845637;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;25380000;KG;1115896;RS   ;2334635
1335;845637;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;25380000;KG;1115896;RS   ;2334635
1336;845637;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;25380000;KG;1115896;RS   ;2334635
1337;845795;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;25380000;KG;1115896;RS   ;2334635
1338;845795;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;25380000;KG;1115896;RS   ;2334635
1339;845795;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;25380000;KG;1115896;RS   ;2334635
1340;845795;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;25380000;KG;1115896;RS   ;2334635
1341;845799;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;24660000;KG;1115896;RS   ;2268404
1342;845799;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;24660000;KG;1115896;RS   ;2268404
1343;845799;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;24660000;KG;1115896;RS   ;2268404
1344;845799;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;24660000;KG;1115896;RS   ;2268404
1345;845836;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;25380000;KG;1115896;RS   ;2334635
1346;845836;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;25380000;KG;1115896;RS   ;2334635
1347;845836;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;25380000;KG;1115896;RS   ;2334635
1348;845836;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;25380000;KG;1115896;RS   ;2334635
1349;840910;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13360000;KG;1117877;MG   ;968600
1350;840910;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13360000;KG;1117877;MG   ;968600
1351;840910;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13360000;KG;1117877;MG   ;968600
1352;840910;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13360000;KG;1117877;MG   ;968600
1353;840974;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;11740000;KG;1117877;MG   ;851150
1354;840974;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;11740000;KG;1117877;MG   ;851150
1355;840974;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;11740000;KG;1117877;MG   ;851150
1356;840974;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;11740000;KG;1117877;MG   ;851150
1357;842190;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;2760000;KG;1017399;MG   ;234600
1358;842190;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;2760000;KG;1017399;MG   ;234600
1359;842190;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;2760000;KG;1017399;MG   ;234600
1360;842190;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;2760000;KG;1017399;MG   ;234600
1361;844849;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;14180000;KG;1117877;MG   ;1028050
1362;844849;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;14180000;KG;1117877;MG   ;1028050
1363;844849;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;14180000;KG;1117877;MG   ;1028050
1364;844849;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;14180000;KG;1117877;MG   ;1028050
1365;846435;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;2960000;KG;1001994;MG   ;390720
1366;846435;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;2960000;KG;1001994;MG   ;390720
1367;846435;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;2960000;KG;1001994;MG   ;390720
1368;846435;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;2960000;KG;1001994;MG   ;390720
1369;846822;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1280000;KG;1117877;MG   ;92800
1370;846822;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1280000;KG;1117877;MG   ;92800
1371;846822;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1280000;KG;1117877;MG   ;92800
1372;846822;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1280000;KG;1117877;MG   ;92800
1373;847313;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;14760000;KG;1117877;MG   ;1070100
1374;847313;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;14760000;KG;1117877;MG   ;1070100
1375;847313;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;14760000;KG;1117877;MG   ;1070100
1376;847313;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;14760000;KG;1117877;MG   ;1070100
1377;841058;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;15040000;KG;1118504;SC   ;1579200
1378;841058;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;15040000;KG;1118504;SC   ;1579200
1379;841058;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;15040000;KG;1118504;SC   ;1579200
1380;841058;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;15040000;KG;1118504;SC   ;1579200
1381;841418;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;5310000;KG;1017807;SC   ;520380
1382;841418;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;5310000;KG;1017807;SC   ;520380
1383;841418;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;5310000;KG;1017807;SC   ;520380
1384;841418;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;5310000;KG;1017807;SC   ;520380
1385;841881;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;21900;TO;1017711;MG   ;1653450
1386;841881;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;21900;TO;1017711;MG   ;1653450
1387;841881;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;21900;TO;1017711;MG   ;1653450
1388;841881;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;21900;TO;1017711;MG   ;1653450
1389;844019;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;5850000;KG;1017807;SC   ;573300
1390;844019;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;5850000;KG;1017807;SC   ;573300
1391;844019;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;5850000;KG;1017807;SC   ;573300
1392;844019;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;5850000;KG;1017807;SC   ;573300
1393;842189;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;2010;TO;1017711;MG   ;171855
1394;842189;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;2010;TO;1017711;MG   ;171855
1395;842189;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;2010;TO;1017711;MG   ;171855
1396;842189;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;2010;TO;1017711;MG   ;171855
1397;842554;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;14620000;KG;1129032;SC   ;136229
1398;842554;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;14620000;KG;1129032;SC   ;136229
1399;842554;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;14620000;KG;1129032;SC   ;136229
1400;842554;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;14620000;KG;1129032;SC   ;136229
1401;842917;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;27140;TO;1128567;SC   ;2849700
1402;842917;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;27140;TO;1128567;SC   ;2849700
1403;842917;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;27140;TO;1128567;SC   ;2849700
1404;842917;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;27140;TO;1128567;SC   ;2849700
1405;843093;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;2900;TO;1128567;SC   ;319000
1406;843093;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;2900;TO;1128567;SC   ;319000
1407;843093;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;2900;TO;1128567;SC   ;319000
1408;843093;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;2900;TO;1128567;SC   ;319000
1409;843402;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;12320000;KG;1017471;SC   ;115329
1410;843402;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;12320000;KG;1017471;SC   ;115329
1411;843402;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;12320000;KG;1017471;SC   ;115329
1412;843402;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;12320000;KG;1017471;SC   ;115329
1413;846048;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;24210;TO;1017711;MG   ;1827855
1414;846048;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;24210;TO;1017711;MG   ;1827855
1415;846048;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;24210;TO;1017711;MG   ;1827855
1416;846048;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;24210;TO;1017711;MG   ;1827855
1417;841682;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;12210000;KG;1017907;SC   ;114330
1418;841682;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;12210000;KG;1017907;SC   ;114330
1419;841682;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;12210000;KG;1017907;SC   ;114330
1420;841682;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;12210000;KG;1017907;SC   ;114330
1421;841694;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;16040000;KG;1017899;SC   ;149132
1422;841694;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;16040000;KG;1017899;SC   ;149132
1423;841694;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;16040000;KG;1017899;SC   ;149132
1424;841694;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;16040000;KG;1017899;SC   ;149132
