CD;DOCNUM    ;PSTDAT  ;MAKTX                                  ;MENGE    ;MEINS;PARID     ;REGIO;NETWRT  
257;846849;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017394;SC   ;389927
258;846849;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017394;SC   ;389927
259;846849;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017394;SC   ;389927
260;846849;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017394;SC   ;389927
261;846877;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122354;SC   ;398385
262;846877;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122354;SC   ;398385
263;846877;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122354;SC   ;398385
264;846877;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122354;SC   ;398385
265;846913;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122442;SC   ;136485
266;846913;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122442;SC   ;136485
267;846913;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122442;SC   ;136485
268;846913;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122442;SC   ;136485
269;841719;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;198092
270;841719;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;198092
271;841719;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;198092
272;841719;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;198092
273;842465;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;175234
274;842465;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;175234
275;842465;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;175234
276;842465;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;175234
277;842491;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;180067
278;842491;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;180067
279;842491;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;180067
280;842491;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;180067
281;842492;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017852;SC   ;182882
282;842492;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017852;SC   ;182882
283;842492;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017852;SC   ;182882
284;842492;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017852;SC   ;182882
285;843380;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017853;SC   ;170903
286;843380;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017853;SC   ;170903
287;843380;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017853;SC   ;170903
288;843380;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017853;SC   ;170903
289;843406;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;173121
290;843406;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;173121
291;843406;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;173121
292;843406;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;173121
293;843407;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;169497
294;843407;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;169497
295;843407;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;169497
296;843407;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;169497
297;843410;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;211804
298;843410;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;211804
299;843410;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;211804
300;843410;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;211804
301;844423;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017314;SC   ;179037
302;844423;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017314;SC   ;179037
303;844423;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017314;SC   ;179037
304;844423;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017314;SC   ;179037
305;844424;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017882;SC   ;201291
306;844424;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017882;SC   ;201291
307;844424;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017882;SC   ;201291
308;844424;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017882;SC   ;201291
309;844443;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;169296
310;844443;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;169296
311;844443;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;169296
312;844443;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;169296
313;844473;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017143;SC   ;180669
314;844473;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017143;SC   ;180669
315;844473;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017143;SC   ;180669
316;844473;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017143;SC   ;180669
317;845801;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;174934
318;845801;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;174934
319;845801;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;174934
320;845801;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017140;SC   ;174934
321;845809;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017471;SC   ;172111
322;845809;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017471;SC   ;172111
323;845809;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017471;SC   ;172111
324;845809;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017471;SC   ;172111
325;845874;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017143;SC   ;198509
326;845874;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017143;SC   ;198509
327;845874;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017143;SC   ;198509
328;845874;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017143;SC   ;198509
329;846843;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017852;SC   ;205923
330;846843;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017852;SC   ;205923
331;846843;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017852;SC   ;205923
332;846843;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017852;SC   ;205923
333;846846;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017853;SC   ;177648
334;846846;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017853;SC   ;177648
335;846846;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017853;SC   ;177648
336;846846;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017853;SC   ;177648
337;846879;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017852;SC   ;168989
338;846879;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017852;SC   ;168989
339;846879;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017852;SC   ;168989
340;846879;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017852;SC   ;168989
341;847687;20220113;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017314;SC   ;199344
342;847687;20220113;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017314;SC   ;199344
343;847687;20220113;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017314;SC   ;199344
344;847687;20220113;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017314;SC   ;199344
345;841619;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122354;SC   ;136197
346;841619;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122354;SC   ;136197
347;841619;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122354;SC   ;136197
348;841619;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122354;SC   ;136197
349;841621;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017471;SC   ;144161
350;841621;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017471;SC   ;144161
351;841621;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017471;SC   ;144161
352;841621;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017471;SC   ;144161
353;844425;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017394;SC   ;168153
354;844425;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017394;SC   ;168153
355;844425;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017394;SC   ;168153
356;844425;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017394;SC   ;168153
357;844446;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017852;SC   ;135421
358;844446;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017852;SC   ;135421
359;844446;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017852;SC   ;135421
360;844446;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017852;SC   ;135421
361;845811;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017893;SC   ;438440
362;845811;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017893;SC   ;438440
363;845811;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017893;SC   ;438440
364;845811;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017893;SC   ;438440
365;846847;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017471;SC   ;149019
366;846847;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017471;SC   ;149019
367;846847;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017471;SC   ;149019
368;846847;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017471;SC   ;149019
369;846850;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017899;SC   ;143579
370;846850;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017899;SC   ;143579
371;846850;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017899;SC   ;143579
372;846850;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017899;SC   ;143579
373;846884;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017471;SC   ;264446
374;846884;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017471;SC   ;264446
375;846884;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017471;SC   ;264446
376;846884;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017471;SC   ;264446
377;843377;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;516783
378;843377;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;516783
379;843377;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;516783
380;843377;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;516783
381;843382;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017893;SC   ;463336
382;843382;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017893;SC   ;463336
383;843382;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017893;SC   ;463336
384;843382;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017893;SC   ;463336
385;843409;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;483345
386;843409;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;483345
387;843409;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;483345
388;843409;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;483345
389;843411;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;469750
390;843411;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;469750
391;843411;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;469750
392;843411;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;469750
393;843412;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;351820
394;843412;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;351820
395;843412;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;351820
396;843412;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;351820
397;844447;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;533502
398;844447;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;533502
399;844447;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;533502
400;844447;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;533502
401;844449;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;503555
402;844449;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;503555
403;844449;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;503555
404;844449;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;503555
405;845802;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122427;SC   ;333403
406;845802;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122427;SC   ;333403
407;845802;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122427;SC   ;333403
408;845802;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122427;SC   ;333403
409;845806;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;566572
410;845806;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;566572
411;845806;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;566572
412;845806;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;566572
413;845862;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;572818
414;845862;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;572818
415;845862;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;572818
416;845862;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;572818
417;845863;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;498779
418;845863;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;498779
419;845863;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;498779
420;845863;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;498779
421;846880;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;570797
422;846880;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;570797
423;846880;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;570797
424;846880;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;570797
425;846882;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017655;SC   ;206039
426;846882;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017655;SC   ;206039
427;846882;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017655;SC   ;206039
428;846882;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017655;SC   ;206039
429;841998;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122424;MG   ;120000
430;841998;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122424;MG   ;120000
431;841998;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122424;MG   ;120000
432;841998;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122424;MG   ;120000
433;842001;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;58737
434;842001;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;58737
435;842001;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;58737
436;842001;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;58737
437;842525;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122520;MG   ;54299
438;842525;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122520;MG   ;54299
439;842525;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122520;MG   ;54299
440;842525;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122520;MG   ;54299
441;842616;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;62096
442;842616;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;62096
443;842616;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;62096
444;842616;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;62096
445;844686;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;61256
446;844686;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;61256
447;844686;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;61256
448;844686;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;61256
449;846000;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122520;MG   ;61976
450;846000;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122520;MG   ;61976
451;846000;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122520;MG   ;61976
452;846000;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122520;MG   ;61976
453;846935;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;62096
454;846935;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;62096
455;846935;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;62096
456;846935;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;62096
457;846936;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;59417
458;846936;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;59417
459;846936;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;59417
460;846936;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;59417
461;848501;20220114;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122424;MG   ;113386
462;848501;20220114;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122424;MG   ;113386
463;848501;20220114;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122424;MG   ;113386
464;848501;20220114;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122424;MG   ;113386
465;848502;20220114;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122424;MG   ;122836
466;848502;20220114;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122424;MG   ;122836
467;848502;20220114;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122424;MG   ;122836
468;848502;20220114;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122424;MG   ;122836
469;842002;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;67774
470;842002;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;67774
471;842002;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;67774
472;842002;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;67774
473;842521;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;69853
474;842521;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;69853
475;842521;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;69853
476;842521;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;69853
477;842559;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;66894
478;842559;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;66894
479;842559;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;66894
480;842559;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;66894
481;844671;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122424;MG   ;151843
482;844671;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122424;MG   ;151843
483;844671;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122424;MG   ;151843
484;844671;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122424;MG   ;151843
485;844675;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;140127
486;844675;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;140127
487;844675;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;140127
488;844675;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;140127
489;844676;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;67654
490;844676;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;67654
491;844676;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;67654
492;844676;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;67654
493;844677;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;174805
494;844677;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;174805
495;844677;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;174805
496;844677;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122499;MG   ;174805
497;844687;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122520;MG   ;87566
498;844687;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122520;MG   ;87566
499;844687;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122520;MG   ;87566
